OID,Asset_Group,Is_Connected,Install_Year,Diameter,Material,Avg_Kam_Avg,Max_Kam_Max,Min_Kam_Min,Avg_Kam_Count,Avg_Kam_NaN_Count,Max_Avg_gpm,Line_Length,Dist_to_Storage,Dist_to_Hydrant,Dist_to_PV,Dist_to_SV,Leak_Y_N
2217,1,1,0,10,0,0,0,0,0,0,0,50,1680,10,3893,17,0
4667,1,1,0,8,0,0,0,0,0,0,0,40,3957,159,1741,0,0
1114,1,1,0,12,0,0,0,0,0,0,0,50,4810,67,496,0,0
3355,2,1,2012,8,0,0,0,0,0,0,0,3,1988,179,889,202,0
1115,1,1,0,12,0,0,0,0,0,0,0,324,4763,9,505,5,0
6680,1,1,1928,6,0,0,0,0,0,0,0,7,6535,80,1900,290,0
7812,1,1,0,12,0,0,0,0,0,0,0,66,4502,7,1746,0,0
3635,1,1,0,12,0,0,0,0,0,0,1,169,4535,66,1791,0,0
9192,1,1,1923,10,0,0,0,0,0,0,0,176,1204,33,3404,13,0
1414,1,1,1923,10,0,0,0,0,0,0,0,65,2650,11,3309,14,0
7676,2,1,1923,6,0,0,0,0,0,0,0,8,2695,4,3371,14,0
3462,1,1,1998,12,0,0,0,0,0,0,0,9,5137,11,917,37,0
3903,2,0,0,0.75,84,0,0,0,0,0,0,3,1147,93,4203,164,0
7861,2,1,1930,6,0,0,0,0,0,0,0,6,2145,5,1800,289,0
6797,1,1,1930,6,0,9,67,0,115,0,0,233,1913,11,1694,55,0
8009,2,1,0,0.75,84,0,0,0,0,0,0,6,3979,49,2318,5,0
81,2,1,0,0.75,84,0,0,0,0,0,0,3,4656,230,591,143,0
1542,1,1,0,12,88,0,0,0,0,0,0,5,3985,48,2318,8,0
4103,2,1,0,6,88,0,0,0,0,0,0,12,3986,35,2309,8,0
1305,1,1,1920,6,0,0,0,0,0,0,0,25,4913,13,1253,286,0
8145,2,1,1990,0.75,84,7,25,6,153,0,0,24,3494,235,1356,258,0
3624,1,1,0,6,0,0,0,0,0,0,2,566,3366,11,2759,4,0
5602,1,1,1924,6,0,15,1070,0,122,0,1,339,2148,65,2240,78,0
5881,2,0,1942,6,0,0,0,0,0,0,0,6,4450,0,935,321,0
5970,2,1,1983,6,0,0,0,0,0,0,0,2,5314,0,881,369,0
2633,2,1,1953,0.75,0,0,0,0,0,0,0,22,3049,106,1642,112,0
4017,2,1,1951,0.75,0,0,0,0,0,0,0,13,2461,175,2310,193,0
7527,1,1,1951,6,0,23,235,11,153,0,0,35,2473,176,2310,171,0
7739,1,1,0,12,0,0,0,0,0,0,0,19,4820,57,493,0,0
10097,1,1,1904,10,0,0,0,0,0,0,0,62,3292,82,3092,46,0
2144,2,0,0,0.75,84,0,0,0,0,0,0,7,1140,93,4206,164,0
6575,1,1,0,6,0,0,0,0,0,0,0,54,6324,53,1939,0,0
6104,1,1,2016,6,0,0,0,0,0,0,0,85,5397,2,1594,0,0
7450,1,1,2016,6,0,0,0,0,0,0,0,19,5379,86,1617,0,0
7468,2,1,1930,6,0,13,42,7,153,0,0,2,2916,0,2521,44,0
7544,1,1,1990,6,0,10,21,6,153,0,0,79,3676,139,1618,33,0
10258,1,1,2012,12,88,0,0,0,0,0,0,15,1988,164,879,202,0
396,1,1,1979,6,0,17,99,0,92,0,1,56,1858,20,1157,22,0
4716,1,1,1924,6,0,0,0,0,0,0,0,72,2106,31,2465,27,0
1918,1,1,1953,8,83,0,0,0,0,0,0,49,5252,35,15,35,0
7950,2,1,0,0.75,0,0,0,0,0,0,0,24,5250,35,64,35,0
8293,1,1,1956,6,0,0,0,0,0,0,0,14,1579,190,3122,198,0
8364,2,1,1956,0.75,0,0,0,0,0,0,0,16,1570,204,3122,198,0
1448,2,1,0,6,0,0,0,0,0,0,0,2,4849,8,588,272,0
3674,2,1,1983,6,0,0,0,0,0,0,0,8,5306,2,884,369,0
4705,2,1,0,6,0,0,0,0,0,0,0,5,973,5,4026,209,0
3859,1,1,0,8,0,0,0,0,0,0,0,165,5019,50,1159,26,0
3369,2,0,0,0.75,84,0,0,0,0,0,0,6,1145,90,4203,161,0
8999,1,1,1958,24,83,0,0,0,0,0,0,87,3193,65,2677,27,0
7364,1,1,1953,6,0,0,0,0,0,0,0,7,3051,55,1644,55,0
11228,2,0,0,0.75,0,0,0,0,0,0,0,14,2915,95,3697,144,0
8633,1,1,1976,12,0,0,0,0,0,0,0,39,5182,11,1404,25,0
2972,1,1,1928,10,0,9,161,0,134,0,0,204,1382,61,1939,65,0
1324,1,1,1928,10,0,0,0,0,0,0,0,82,1493,40,2019,38,0
3522,2,1,2012,6,0,0,0,0,0,0,0,5,1997,164,882,217,0
11218,2,1,0,0,0,0,0,0,0,0,0,22,2081,124,3298,80,0
3193,2,1,0,0,0,0,0,0,0,0,0,3,2086,124,3300,82,0
1543,1,1,0,12,88,0,0,0,0,0,0,32,3985,49,2305,0,0
3038,1,1,0,12,0,0,0,0,0,0,0,22,4824,41,491,0,0
7310,1,1,0,8,0,0,0,0,0,0,0,23,4824,52,471,0,0
9610,1,1,0,12,0,0,0,0,0,0,0,22,4492,7,1731,14,0
7129,2,1,0,6,0,0,0,0,0,0,0,10,5167,0,1060,335,0
11782,2,0,1965,0.75,84,0,0,0,0,0,0,30,2193,63,4143,33,0
507,1,1,2002,8,0,0,0,0,0,0,0,2,2081,127,3296,80,0
11996,2,0,1958,0.75,0,0,0,0,0,0,0,8,3215,201,2530,426,0
4866,1,1,1948,10,83,39,163,5,153,0,0,27,4826,10,590,245,0
1094,1,1,1948,10,83,3,6,0,77,0,0,31,4849,10,573,272,0
8673,1,1,0,12,0,0,0,0,0,0,0,11,5793,16,1899,0,0
7363,1,1,1953,6,0,0,0,0,0,0,0,53,3053,61,1642,62,0
609,1,1,2016,14,0,0,0,0,0,0,0,0,5379,105,1620,7,0
5608,1,1,2016,16,0,0,0,0,0,0,0,38,5347,105,1620,0,0
608,1,1,2016,14,0,0,0,0,0,0,0,7,5376,104,1613,0,0
2069,2,1,0,0.75,84,0,0,0,0,0,0,5,1981,168,4221,79,0
10386,1,1,0,16,88,0,0,0,0,0,0,30,1951,139,4223,52,0
6000,2,1,0,0.75,84,0,0,0,0,0,0,39,1981,169,4202,77,0
9680,2,1,1990,0.75,84,0,0,0,0,0,0,13,3299,141,721,135,0
3656,1,1,2012,12,88,0,0,0,0,0,0,52,1860,94,1205,108,0
4881,1,1,1933,8,0,7,28,0,131,0,0,34,2219,147,4307,121,0
3461,1,1,1998,12,0,0,0,0,0,0,0,11,5128,2,923,37,0
5983,2,0,0,0.75,84,0,0,0,0,0,0,5,1140,90,4209,161,0
2761,1,1,1953,6,83,0,0,0,0,0,0,36,5182,2,99,0,0
4865,1,1,1948,10,83,39,163,5,153,0,0,67,4771,29,605,178,0
7895,1,1,0,6,0,0,0,0,0,0,0,43,2228,81,2407,290,0
7217,2,1,1930,6,0,0,0,0,0,0,0,5,2144,0,1795,289,0
5498,1,1,0,6,0,0,0,0,0,0,0,234,4640,43,1227,0,0
9568,1,1,1958,6,0,0,0,0,0,0,0,198,3082,70,2483,386,0
6017,1,1,0,12,0,0,0,0,0,0,0,11,4912,28,525,0,0
11427,1,1,1958,6,0,0,0,0,0,0,0,25,3058,47,2600,360,0
7048,2,1,1966,0.75,0,0,0,0,0,0,0,43,2590,309,3863,266,0
6679,1,1,1928,6,0,0,0,0,0,0,0,12,6541,87,1904,293,0
2831,2,1,0,0,0,0,0,0,0,0,0,22,2083,122,3296,82,0
11894,1,1,0,6,0,0,0,0,0,0,0,232,4931,28,1259,54,0
9386,2,1,0,0,0,0,0,0,0,0,0,3,2088,121,3298,84,0
2283,1,1,1919,6,0,5,7,5,153,0,0,105,973,10,4030,104,0
6915,2,1,0,0.75,84,9,238,0,77,0,0,14,1993,242,1055,271,0
4905,1,1,1949,10,83,33,115,10,81,72,0,21,4874,32,565,303,0
506,1,1,2002,8,0,0,0,0,0,0,0,25,2083,103,3271,78,0
2812,1,1,2016,16,0,0,0,0,0,0,0,74,5282,83,1635,0,0
11545,1,1,1976,6,0,0,0,0,0,0,0,122,5915,78,1925,0,0
6227,2,0,1987,0.75,84,34,83,21,92,61,0,7,983,88,4382,93,0
11069,1,1,1976,12,0,0,0,0,0,0,0,152,2623,102,3032,104,0
4872,1,1,1923,6,0,341,458,33,153,0,0,447,2943,12,2288,34,0
11426,1,1,1958,6,0,0,0,0,0,0,0,0,3058,47,2617,360,0
4326,1,1,1958,6,0,0,0,0,0,0,0,40,3020,23,2617,321,0
3375,2,1,1952,6,0,0,0,0,0,0,0,7,1749,6,3217,200,0
3835,1,1,1952,6,0,0,0,0,0,0,0,200,1707,12,3136,0,0
3125,1,1,1979,6,0,0,0,0,0,0,0,2,1857,30,1161,0,0
10707,1,1,2021,16,88,0,0,0,0,0,0,301,1857,24,861,2,0
3676,1,1,1919,6,0,0,0,0,0,0,0,17,2608,22,3461,0,0
3650,1,1,0,6,0,0,0,0,0,0,0,24,1514,17,3301,20,0
2627,1,1,1906,6,0,0,0,0,0,0,0,33,2625,14,3453,17,0
198,1,1,1904,20,0,11,771,0,106,26,1,128,1311,77,2568,68,0
9462,1,1,1906,6,0,7,24,5,153,0,0,661,1953,11,3477,0,0
10830,1,1,1919,6,0,14,158,6,153,0,0,306,840,10,3935,132,0
1132,1,1,1955,6,0,88,131,49,153,0,0,14,2385,219,3592,261,0
9294,2,1,1951,0.75,0,0,0,0,0,0,0,11,2496,179,2291,171,0
447,2,1,0,4,0,28,60,8,153,0,0,94,4754,42,679,29,0
6190,2,1,0,0.75,84,12,19,7,123,30,0,6,1984,181,4198,80,0
8479,2,0,1958,0.75,0,0,0,0,0,0,0,7,3224,210,2526,426,0
3781,2,1,2012,6,0,0,0,0,0,0,0,3,1994,164,879,217,0
2077,2,1,1923,6,0,0,0,0,0,0,0,4,2699,0,3371,18,0
9609,1,1,0,12,0,0,0,0,0,0,0,168,4404,23,1632,0,0
7912,1,1,1979,6,0,0,0,0,0,0,0,22,1857,20,1161,0,0
78,2,0,1947,0.75,0,0,0,0,0,0,0,17,3370,231,2090,323,0
892,1,1,0,12,0,0,0,0,0,0,0,37,4828,17,491,0,0
7968,2,1,0,6,88,0,0,0,0,0,0,35,3998,0,2278,7,0
4864,1,1,1948,10,83,39,163,5,153,0,0,50,4731,95,647,128,0
7580,1,1,0,6,0,7,30,0,51,0,2,355,4643,41,1258,0,0
3625,2,1,0,0.75,0,8,17,6,153,0,0,6,4855,170,682,163,0
4552,1,1,1923,10,0,0,0,0,0,0,0,356,852,35,3555,13,0
2948,1,1,0,12,0,8,59,5,153,0,1,21,2589,295,3881,266,0
3433,1,1,0,6,83,0,0,0,0,0,0,25,5175,36,135,36,0
1743,2,1,1953,0.75,0,0,0,0,0,0,0,11,3051,148,1665,155,0
520,1,1,1951,6,0,0,0,0,0,0,0,11,5306,11,890,369,0
4119,2,1,0,0.75,84,0,0,0,0,0,0,2,2252,66,2693,82,0
7092,1,1,0,12,0,0,0,0,0,0,0,50,2252,17,2643,32,0
7422,2,1,1956,0.75,0,0,0,0,0,0,0,8,1563,206,3137,198,0
6336,2,1,1956,0.75,0,0,0,0,0,0,0,6,1585,190,3111,212,0
769,1,1,1930,6,0,0,0,0,0,0,0,32,2476,17,1998,37,0
2599,2,1,1930,6,0,0,0,0,0,0,0,12,2475,5,1988,47,0
10314,1,1,1926,6,0,0,0,0,0,0,0,0,5559,49,515,18,0
10313,1,1,1926,6,0,0,0,0,0,0,0,38,5522,14,515,0,0
9304,1,1,1926,6,0,0,0,0,0,0,0,13,5559,49,511,19,0
10259,1,1,2012,12,88,0,0,0,0,0,0,83,1994,81,821,217,0
11239,1,1,1904,8,0,0,0,0,0,0,0,37,4692,30,1161,0,0
4906,1,1,1949,10,83,33,115,10,81,72,0,21,4890,53,555,324,0
8874,1,0,0,4,0,10,13,9,153,0,0,101,5206,14,1868,1,0
6934,1,1,2004,20,88,0,0,0,0,0,0,124,2091,5,3168,17,0
12027,2,1,1952,6,0,0,0,0,0,0,0,6,1756,0,3210,197,0
4026,1,1,0,12,0,0,0,0,0,0,0,10,2935,18,2259,0,0
4371,2,1,0,0.75,84,0,0,0,0,0,0,1,2254,66,2693,82,0
658,2,1,1938,6,0,0,0,0,0,0,0,3,2943,15,2257,10,0
7683,1,1,0,12,0,0,0,0,0,0,0,2,2943,18,2257,10,0
6105,1,1,2016,6,0,0,0,0,0,0,0,7,5471,1,1592,65,0
6979,2,1,2016,2,0,0,0,0,0,0,0,9,5466,1,1585,72,0
5685,1,1,0,12,0,0,0,0,0,0,0,15,2924,22,2267,0,0
6814,1,1,1951,6,0,12,130,6,153,0,0,146,2037,10,3982,201,0
10772,2,1,1951,6,0,0,0,0,0,0,0,6,2032,3,3982,310,0
11304,1,1,1958,10,0,0,0,0,0,0,0,103,1380,168,3318,1,0
4898,1,1,1938,10,0,8,11,7,153,0,0,2,3607,46,2478,49,0
10239,2,1,1938,0.75,0,8,13,7,153,0,0,9,3609,46,2470,49,0
10379,1,1,1965,8,0,0,0,0,0,0,0,40,1912,31,4714,0,0
324,2,0,1954,1,0,0,0,0,0,0,0,31,2902,294,3111,76,0
7561,1,1,1958,6,0,45,165,7,153,0,0,321,2723,23,2643,0,0
972,2,0,0,0.75,0,0,0,0,0,0,0,16,2898,144,3646,69,0
2373,1,1,0,12,0,0,0,0,0,0,0,19,2924,29,2269,0,0
8615,1,1,0,6,0,0,0,0,0,0,0,33,2901,33,2280,0,0
11058,1,1,2016,14,0,0,0,0,0,0,0,56,5350,104,1560,0,0
3051,2,1,1956,0.75,0,0,0,0,0,0,0,6,1579,190,3117,212,0
4899,1,1,1938,10,0,8,11,7,153,0,0,98,3510,47,2479,51,0
10676,2,1,1938,0.75,0,0,0,0,0,0,0,10,3607,47,2471,51,0
724,2,1,0,6,0,0,0,0,0,0,0,3,2966,0,3212,342,0
6668,2,0,1958,0.75,0,0,0,0,0,0,0,14,3211,202,2518,433,0
11038,2,1,1951,0.75,0,0,0,0,0,0,0,10,2452,175,2323,193,0
85,2,1,0,0.75,0,0,0,0,0,0,0,27,5195,28,1335,41,0
11913,2,1,1953,0.75,84,0,0,0,0,0,0,4,5480,128,617,141,0
6106,1,1,2016,6,0,0,0,0,0,0,0,56,5477,6,1582,9,0
11531,2,0,1947,0.75,0,8,11,7,152,1,0,9,3386,232,2085,322,0
9611,2,1,1988,0,0,0,0,0,0,0,0,3,2161,252,3956,270,0
11115,1,1,1976,6,83,0,0,0,0,0,0,68,5737,8,1791,0,0
2862,1,1,1926,6,0,0,0,0,0,0,0,3,5519,11,551,0,0
377,1,1,1919,6,0,14,250,7,153,0,0,104,1036,105,4068,5,0
726,1,1,1955,6,0,0,0,0,0,0,0,52,2055,202,3212,249,0
8833,2,1,1988,0,0,11,20,8,153,0,0,2,2212,214,3901,317,0
372,2,0,1958,0.75,0,0,0,0,0,0,0,16,3220,210,2513,432,0
5366,2,1,1988,0,0,0,0,0,0,0,0,2,2211,214,3902,316,0
3651,1,1,0,6,0,0,0,0,0,0,0,1,1513,33,3302,20,0
11082,1,1,1951,6,0,0,0,0,0,0,0,30,4930,20,992,0,0
7763,1,1,1938,10,83,0,0,0,0,0,0,65,3930,68,2291,4,0
10357,1,1,0,10,88,0,0,0,0,0,0,4,3930,121,2318,0,0
5258,2,1,0,0.75,0,0,0,0,0,0,0,61,4669,29,1225,18,0
2393,2,1,0,0.75,0,0,0,0,0,0,0,3,4727,54,1223,40,0
5772,2,0,0,0.75,0,0,0,0,0,0,0,32,2923,86,3699,131,0
1847,2,1,1926,6,0,0,0,0,0,0,0,5,5519,8,552,3,0
9184,1,1,1926,6,0,0,0,0,0,0,0,31,5489,8,554,3,0
1800,1,1,0,6,0,0,0,0,0,0,0,20,1497,34,3302,0,0
10223,1,1,1924,6,0,7,8,6,153,0,0,100,2049,34,2516,27,0
10245,1,1,1928,10,0,0,0,0,0,0,0,27,2084,16,2498,0,0
124,2,1,2021,6,88,0,0,0,0,0,0,26,238,120,1881,83,0
8407,1,1,2021,16,88,0,0,0,0,0,0,4,252,122,1881,86,0
4907,1,1,1949,10,83,33,115,10,81,72,0,47,4907,73,536,344,0
1917,1,1,1953,8,83,0,0,0,0,0,0,15,5300,83,0,83,0
9297,2,1,1938,6,0,0,0,0,0,0,0,15,2945,0,2247,11,0
5099,2,0,1954,1,0,0,0,0,0,0,0,4,2929,324,3107,75,0
11524,1,1,1990,6,0,0,0,0,0,0,0,1,3516,234,1359,258,0
7559,2,1,1988,0,0,5,6,5,153,0,0,6,2162,246,3953,270,0
6033,2,1,0,6,0,0,0,0,0,0,0,5,5749,0,1857,3,0
11322,2,1,0,6,0,0,0,0,0,0,0,5,5852,0,1951,59,0
7522,1,1,0,10,0,7,30,6,141,12,1,160,3054,56,1469,43,0
11620,2,1,1951,6,0,0,0,0,0,0,0,4,2029,1,3987,310,0
8292,1,1,1956,6,0,0,0,0,0,0,0,64,1555,126,3123,212,0
1310,2,1,0,0.75,84,0,0,0,0,0,0,4,2108,183,4557,138,0
578,2,1,0,6,0,0,0,0,0,0,0,4,2969,3,3208,342,0
6691,2,1,1990,0.75,84,0,0,0,0,0,0,14,3517,233,1360,259,0
11523,1,1,1990,6,0,0,0,0,0,0,0,82,3517,152,1360,183,0
5242,1,1,1921,6,0,0,0,0,0,0,0,38,1513,40,2057,0,0
2736,1,1,1928,10,0,0,0,0,0,0,0,39,1543,10,2057,38,0
9215,1,1,1976,12,0,0,0,0,0,0,0,3,5798,26,1896,2,0
11062,1,1,1976,12,0,0,0,0,0,0,0,12,5788,26,1890,0,0
11321,2,1,1951,0.75,0,0,0,0,0,0,0,9,2488,180,2301,171,0
5598,1,1,0,10,0,0,0,0,0,0,0,145,1651,39,2155,43,0
575,1,1,0,4,0,0,0,0,0,0,0,99,2025,346,1165,355,0
6266,1,1,0,6,0,0,0,0,0,0,0,12,2892,64,2302,0,0
11532,1,1,0,6,0,13,125,0,102,0,0,29,5311,15,887,375,0
11804,1,1,1944,6,0,0,0,0,0,0,0,64,5407,43,987,0,0
11805,1,1,1944,6,0,0,0,0,0,0,0,36,5388,32,1035,0,0
2221,2,0,0,0.75,0,0,0,0,0,0,0,16,2906,134,3656,79,0
2230,2,1,1953,0.75,84,0,0,0,0,0,0,38,5482,129,582,139,0
10153,2,1,1997,0.75,84,5,6,5,153,0,0,8,1528,242,4658,249,0
747,2,1,1997,6,0,0,0,0,0,0,0,1,5127,1,924,42,0
8689,2,1,1997,6,0,0,0,0,0,0,0,1,5126,0,925,41,0
195,1,1,1998,12,0,0,0,0,0,0,0,43,5089,2,924,43,0
4541,1,1,1976,12,0,0,0,0,0,0,0,24,5769,21,1872,0,0
1557,1,1,0,12,88,0,0,0,0,0,0,12,3919,124,2314,4,0
10623,1,1,0,12,83,0,0,0,0,0,0,6,4906,25,534,0,0
9461,2,0,1987,0.75,84,0,0,0,0,0,0,4,939,39,4412,57,0
3114,2,1,1997,0.75,84,0,0,0,0,0,0,2,1494,180,4592,187,0
10381,2,1,1928,6,0,0,0,0,0,0,0,2,1574,0,2066,62,0
611,1,1,1942,12,0,0,0,0,0,0,0,78,4128,29,1318,14,0
1605,2,1,0,0.75,84,0,0,0,0,0,0,23,2099,184,4564,137,0
11482,1,1,1965,8,0,9,35,0,102,0,0,1,2106,182,4563,137,0
4305,2,1,0,0.75,84,0,0,0,0,0,0,2,2107,182,4561,138,0
8182,2,0,1990,0.75,84,11,26,5,153,0,0,2,3305,202,405,207,0
3640,2,1,0,0.75,0,0,0,0,0,0,2,70,5120,39,1197,38,0
356,2,1,1928,6,0,6,7,5,153,0,0,8,1787,0,2242,11,0
4863,1,1,1948,10,83,39,163,5,153,0,0,64,4677,91,680,65,0
4540,1,1,1976,12,0,0,0,0,0,0,0,13,5766,18,1860,19,0
11923,1,1,0,10,88,0,0,0,0,0,0,4,3930,122,2314,0,0
6678,1,1,1928,6,0,0,0,0,0,0,0,15,6553,98,1914,300,0
5749,1,1,1999,0,0,0,0,0,0,0,0,52,2658,17,2157,0,0
1077,2,1,0,0.75,84,37,558,6,138,15,0,3,4647,125,661,57,0
3307,1,1,1976,4,83,0,0,0,0,0,0,10,5810,27,1899,0,0
6103,1,1,1976,12,83,0,0,0,0,0,0,56,5810,10,1907,10,0
10348,1,1,1976,12,83,0,0,0,0,0,0,12,5801,27,1897,0,0
6252,1,1,1955,6,0,0,0,0,0,0,0,33,2394,215,3601,275,0
9360,2,1,0,6,0,0,0,0,0,0,0,16,5421,2,1065,3,0
11382,1,1,1944,10,0,0,0,0,0,0,0,3,5435,18,1063,0,0
11836,1,1,1999,6,0,0,0,0,0,0,0,216,2744,51,2125,12,0
2889,2,1,1946,0.75,84,36,86,9,153,0,0,5,4667,153,779,162,0
4960,1,1,0,12,0,0,0,0,0,0,1,225,4836,6,491,0,0
8671,2,1,0,6,0,0,0,0,0,0,0,8,4836,9,483,37,0
11018,1,1,0,14,0,0,0,0,0,0,0,494,4915,51,603,9,0
7969,2,1,0,6,0,0,0,0,0,0,0,11,5196,0,1375,18,0
11483,1,1,1965,8,0,9,35,0,102,0,0,66,2107,117,4547,138,0
5382,1,1,0,10,0,0,0,0,0,0,0,316,4690,62,870,0,0
8826,1,1,1947,6,0,16,63,6,153,0,0,72,4252,308,925,243,0
10832,1,1,0,8,0,0,0,0,0,0,5,15,4663,33,1255,2,0
3914,2,1,1997,0.75,84,0,0,0,0,0,0,2,1493,180,4594,187,0
8507,2,0,1987,0.75,84,0,0,0,0,0,0,5,940,40,4413,56,0
1393,2,1,0,6,0,0,0,0,0,0,0,15,1858,5,1146,22,0
458,1,1,1947,16,0,7,24,0,102,0,1,669,1867,19,483,2,0
6637,1,1,1917,8,0,0,0,0,0,0,0,13,4334,273,1038,26,0
7283,2,1,1928,6,0,0,0,0,0,0,0,9,1568,2,2067,55,0
2465,2,1,0,6,0,0,0,0,0,0,0,2,5419,0,1071,15,0
269,2,1,2021,1,84,0,0,0,0,0,0,24,243,125,1885,87,0
4664,1,1,2021,16,88,0,0,0,0,0,0,110,255,101,1885,23,0
7736,1,1,0,6,0,0,0,0,0,0,0,554,5595,4,621,18,0
8827,1,1,1947,6,0,16,63,6,153,0,0,53,4207,254,976,315,0
5585,1,1,1951,8,0,5,29,0,52,24,2,318,2706,18,3587,0,0
6196,1,1,0,12,0,0,0,0,0,0,1,242,5195,18,1090,33,0
11414,1,1,1944,6,0,0,0,0,0,0,0,33,5359,33,1068,0,0
7025,2,1,1990,0.75,84,0,0,0,0,0,0,6,3688,132,1624,125,0
6819,2,1,1951,0.75,84,18,112,10,153,0,0,6,2343,177,3305,132,0
3453,2,1,1951,0.75,84,0,0,0,0,0,0,14,2337,176,3296,132,0
10134,2,1,1953,0.75,0,0,0,0,0,0,0,23,3061,149,1641,155,0
10640,1,1,1976,12,83,0,0,0,0,0,0,2,5800,29,1896,0,0
22,1,1,1976,12,0,0,0,0,0,0,0,3,5800,30,1896,1,0
3391,2,0,1990,0.75,84,0,0,0,0,0,0,9,3296,202,399,207,0
4777,1,1,1944,10,0,0,0,0,0,0,0,7,5407,32,1040,0,0
6050,1,1,1951,6,0,0,0,0,0,0,0,32,2337,176,3272,115,0
5070,2,1,1929,6,0,0,0,0,0,0,0,4,2519,0,1758,314,0
5506,2,1,1926,6,0,8,30,6,153,0,0,8,5513,0,552,7,0
8687,1,1,1953,16,83,0,0,0,0,0,0,10,5314,98,0,99,0
9847,1,1,1976,12,0,0,0,0,0,0,0,64,5706,15,1805,2,0
10215,1,1,0,10,0,58,641,0,117,14,2,373,2973,7,3085,342,0
9898,2,0,1987,0.75,84,0,0,0,0,0,0,3,935,36,4416,54,0
1379,2,1,0,6,0,0,0,0,0,0,0,5,5854,5,1948,58,0
4365,2,1,0,8,0,0,0,0,0,0,0,65,5339,139,1722,170,0
5527,1,1,1997,6,88,15,84,0,122,0,0,13,1481,167,4589,174,0
8948,1,1,0,6,0,13,27,7,153,0,0,26,2137,237,3953,244,0
10238,2,1,1938,0.75,0,8,13,7,153,0,0,2,3610,55,2469,50,0
11355,1,1,1967,8,0,0,0,0,0,0,0,15,5330,139,1722,170,0
2371,2,1,0,0.75,84,0,0,0,0,0,0,14,4635,125,662,56,0
11989,2,1,2016,2,0,0,0,0,0,0,0,6,5463,8,1579,74,0
9577,1,1,0,6,0,7,14,6,153,0,0,187,5306,25,583,14,0
6228,1,1,1925,6,0,9,19,6,153,0,0,272,2930,12,2961,0,0
7030,1,1,0,14,0,0,0,0,0,0,0,8,4913,59,599,5,0
5211,1,1,1954,6,0,0,0,0,0,0,0,44,2865,289,3140,0,0
8518,2,1,0,0.75,84,0,0,0,0,0,0,3,4646,122,664,54,0
2622,2,1,1929,6,0,0,0,0,0,0,0,13,2517,4,1759,317,0
9856,1,1,1928,10,0,0,0,0,0,0,0,58,1353,7,1921,7,0
12001,2,1,0,6,0,0,0,0,0,0,0,9,5752,5,1851,4,0
11153,1,1,2002,12,0,0,0,0,0,0,0,33,5771,21,1848,3,0
8483,1,1,1944,10,0,0,0,0,0,0,0,32,5412,17,1044,0,0
5599,1,1,0,10,0,0,0,0,0,0,0,88,1602,52,2099,99,0
6965,2,1,0,0.75,0,0,0,0,0,0,0,2,4659,159,1908,37,0
7944,1,1,0,14,0,0,0,0,0,0,0,76,4893,8,559,5,0
11377,1,1,0,8,0,0,0,0,0,0,0,5,4908,59,599,0,0
9873,2,0,1987,0.75,84,0,0,0,0,0,0,6,936,36,4416,52,0
2840,2,0,1952,0.75,0,0,0,0,0,0,0,13,2282,57,3818,261,0
7737,1,1,0,6,0,0,0,0,0,0,0,106,5504,140,582,59,0
6173,1,1,1985,8,0,5,6,5,92,61,0,339,6035,19,192,135,0
10675,2,1,1938,0.75,0,0,0,0,0,0,0,2,3608,56,2470,52,0
3968,1,1,1930,6,0,0,0,0,0,0,0,26,1930,45,2015,0,0
11818,1,1,2012,6,88,0,0,0,0,0,0,5,1952,46,2017,0,0
4995,2,1,1930,6,0,0,0,0,0,0,0,5,2474,0,1984,57,0
5541,2,0,1965,0.75,84,25,46,18,153,0,0,7,2218,71,4140,46,0
10680,1,1,0,12,88,0,0,0,0,0,0,76,3931,67,2277,0,0
21,1,1,1976,12,0,0,0,0,0,0,0,16,5803,31,1893,2,0
7362,1,1,1953,6,0,0,0,0,0,0,0,43,3070,110,1641,113,0
8825,1,1,1947,6,0,16,63,6,153,0,0,1,4314,340,924,242,0
4082,1,1,2012,6,88,0,0,0,0,0,0,4,1953,42,2022,0,0
7306,2,0,1952,0.75,0,0,0,0,0,0,0,8,2291,57,3812,261,0
2320,2,1,1947,0.75,0,10,18,7,153,0,0,7,4311,339,924,242,0
8824,1,1,1947,6,0,16,63,6,153,0,0,95,4315,246,863,148,0
329,1,1,1923,6,0,0,0,0,0,0,0,32,360,55,1872,0,0
4081,1,1,2012,6,88,0,0,0,0,0,0,27,1929,41,2017,2,0
10555,1,1,0,24,88,0,0,0,0,0,0,30,4010,25,2280,0,0
5388,2,1,0,0.75,84,0,0,0,0,0,0,14,4634,122,665,52,0
5770,1,1,1953,16,83,0,0,0,0,0,0,7,4899,24,539,6,0
7526,1,1,1951,6,0,23,235,11,153,0,0,86,2488,96,2310,85,0
10021,1,1,1938,12,0,0,0,0,0,0,0,3,3656,37,3071,0,0
4534,2,1,0,0.75,84,0,0,0,0,0,0,3,4644,119,667,51,0
2017,2,1,1938,6,0,0,0,0,0,0,0,1,3656,11,3046,28,0
3292,1,1,1938,6,0,0,0,0,0,0,0,17,3652,12,3038,29,0
7154,1,1,1938,6,0,0,0,0,0,0,0,29,3655,12,3046,0,0
8637,1,1,1947,6,0,0,0,0,0,0,0,37,3636,114,1150,0,0
10043,2,1,0,0.75,0,0,0,0,0,0,0,35,4629,159,1910,22,0
