OID,Asset_Group,Is_Connected,Install_Year,Diameter,Material,Avg_Kam_Avg,Max_Kam_Max,Min_Kam_Min,Avg_Kam_Count,Avg_Kam_NaN_Count,Max_Avg_gpm,Line_Length,Dist_to_Storage,Dist_to_Hydrant,Dist_to_PV,Dist_to_SV,Leak_Y_N
9765,1,1,0,16,0,0,0,0,0,0,0,128,2355,157,3792,111,1
11794,1,1,0,6,0,0,0,0,0,0,0,86,5129,79,802,23,1
5,1,0,0,20,0,0,0,0,0,0,0,733,1699,3,2969,0,1
10294,2,1,1903,8,0,0,0,0,0,0,0,37,6212,49,1559,38,1
8590,2,1,0,0.75,84,0,0,0,0,0,0,3,2355,157,3900,111,1
11899,2,1,1946,0.75,84,0,0,0,0,0,0,3,4536,166,1047,107,1
4870,1,1,1985,8,0,7,76,5,153,0,1,124,5832,14,513,439,1
9764,1,1,0,16,0,0,0,0,0,0,0,31,2324,127,3900,80,1
5467,2,1,0,0.75,84,5,6,5,153,0,0,12,2354,156,3901,111,1
8220,1,1,0,8,0,23,78,0,102,0,0,77,4848,58,1519,119,1
4267,1,1,0,36,0,54,787,0,123,2,0,186,5176,6,495,3,1
11461,1,1,0,10,0,0,0,0,0,0,0,329,4922,22,854,5,1
2372,2,0,1951,0.75,0,0,0,0,0,0,0,8,1313,97,3690,373,1
12003,2,1,1946,0.75,84,0,0,0,0,0,0,26,4540,162,1029,105,1
11963,1,1,1917,8,0,0,0,0,0,0,0,39,4311,89,1403,9,1
1512,1,1,0,6,0,0,0,0,0,0,0,23,5112,78,886,0,1
10535,1,1,0,10,0,0,0,0,0,0,0,78,5129,10,886,23,1
11977,2,0,1951,0.75,0,0,0,0,0,0,0,6,1320,97,3685,373,1
9472,1,1,0,6,0,18,647,0,125,3,1,90,5488,78,663,46,1
5517,1,1,1951,6,0,14,98,0,115,0,2,453,1208,3,3565,18,1
11964,1,1,1917,8,0,0,0,0,0,0,0,9,4319,127,1427,0,1
9475,1,1,0,8,0,0,0,0,0,0,0,286,5487,37,1318,0,1
11051,1,1,2004,20,88,0,0,0,0,0,0,209,1693,4,3493,15,1
9473,1,1,0,6,0,18,647,0,125,3,1,154,5515,6,623,136,1
2098,1,1,0,16,0,0,0,0,0,0,0,133,198,257,1497,0,1
6801,1,1,0,6,0,5,16,0,102,0,1,211,4995,77,247,179,1
8793,2,1,1903,6,0,0,0,0,0,0,0,6,6208,43,1569,36,1
2593,2,1,0,6,0,0,0,0,0,0,0,10,2685,0,2490,6,1
417,1,1,0,6,0,11,14,10,153,0,0,210,2599,44,3557,18,1
11454,1,1,1956,6,0,8,16,6,123,31,0,51,4598,65,575,0,1
11819,2,1,1998,0,0,0,0,0,0,0,0,3,5457,70,989,28,1
4889,1,1,1995,8,83,33,312,0,102,9,2,758,4110,6,498,0,1
9020,1,1,1976,6,0,0,0,0,0,0,0,30,5591,11,1979,0,1
11475,1,1,1946,8,0,23,306,0,96,13,1,44,4557,162,1029,105,1
3149,1,1,1927,12,0,0,0,0,0,0,0,85,2675,18,2450,0,1
9637,1,1,1928,10,0,0,0,0,0,0,0,134,2829,11,2358,10,1
2195,1,1,1976,6,0,0,0,0,0,0,0,44,5554,37,1988,0,1
2038,1,1,1947,6,0,0,0,0,0,0,0,254,3151,26,1042,0,1
3543,1,1,0,6,0,0,0,0,0,0,0,228,1911,54,1775,51,1
1134,1,1,1930,6,0,42,560,0,110,13,3,273,2232,12,2132,292,1
426,1,1,1951,10,0,22,263,5,150,3,0,301,2548,8,2862,0,1
395,1,1,0,8,0,15,199,0,115,0,0,141,3127,52,2400,70,1
11922,1,1,0,6,0,0,0,0,0,0,0,25,5487,12,714,0,1
1678,1,1,0,6,0,8,11,6,153,0,0,201,1732,63,1581,55,1
8272,2,1,0,0.75,84,0,0,0,0,0,0,2,2354,156,3907,111,1
2101,2,1,1998,0,0,0,0,0,0,0,0,8,5457,73,982,30,1
4381,1,1,0,24,88,0,0,0,0,0,0,62,3688,47,2788,26,1
1842,1,1,1953,6,0,0,0,0,0,0,0,77,6208,43,1571,36,1
4764,1,1,1917,8,0,0,0,0,0,0,0,16,4321,136,1433,0,1
3615,1,1,1940,8,0,35,250,5,153,0,0,358,4910,70,449,76,1
1157,1,1,0,6,0,0,0,0,0,0,0,26,5468,28,733,0,1
11907,1,1,1953,6,0,0,0,0,0,0,0,36,6176,39,1540,0,1
3573,1,1,1948,6,0,49,312,8,123,31,1,146,1813,137,2946,29,1
10302,1,1,0,24,88,0,0,0,0,0,0,187,3750,49,2664,24,1
10853,1,1,1928,6,0,16,394,5,153,0,0,177,2142,16,1215,225,1
3636,1,1,0,6,0,15,308,5,138,15,0,365,2600,30,2531,55,1
6898,1,1,1927,12,83,10,79,0,92,0,0,233,2477,74,2584,0,1
6200,1,1,0,6,0,15,47,6,153,0,0,216,4865,5,1112,65,1
3936,1,1,1991,6,0,0,0,0,0,0,0,280,2557,64,3423,57,1
7118,1,1,1927,12,0,0,0,0,0,0,0,11,2669,18,2506,0,1
806,1,1,2013,12,88,0,0,0,0,0,0,23,4431,42,884,0,1
5582,1,2,1927,12,83,6,9,6,149,4,0,56,2448,41,2739,0,1
3563,2,1,1946,0.75,84,28,85,7,153,0,0,3,4564,205,1037,149,1
1619,1,1,0,12,0,0,0,0,0,0,0,304,5200,45,956,0,1
6396,1,1,2013,12,88,0,0,0,0,0,0,10,4431,56,882,0,1
4867,1,1,1924,8,0,6,13,0,92,17,0,349,4660,10,1351,17,1
6519,1,1,1923,6,0,0,0,0,0,0,0,45,2521,45,3378,12,1
1036,2,1,1946,0.75,84,21,53,8,153,0,0,8,4557,205,1038,148,1
5692,1,1,0,12,0,0,0,0,0,0,0,30,5461,80,982,5,1
495,2,1,2013,2,84,0,0,0,0,0,0,32,4402,62,882,10,1
6397,1,1,2013,12,88,0,0,0,0,0,0,3,4433,62,882,10,1
1928,2,1,0,6,0,0,0,0,0,0,0,6,5497,0,706,26,1
2466,1,1,1927,12,83,0,0,0,0,0,0,18,2440,41,2772,0,1
11707,1,1,0,6,0,0,0,0,0,0,0,289,4117,24,1663,25,1
466,1,1,0,6,0,0,0,0,0,0,0,261,3630,38,2565,0,1
4118,2,2,2024,6,94,0,0,0,0,0,0,3,2683,10,2497,4,1
678,1,1,0,12,0,0,0,0,0,0,0,36,5553,18,1948,0,1
9202,1,1,0,14,0,0,0,0,0,0,0,27,5574,40,1983,0,1
11784,1,1,1928,6,0,0,0,0,0,0,0,121,1820,9,1678,177,1
10913,1,2,0,10,0,0,0,0,0,0,0,29,2675,64,1993,0,1
3531,1,1,1942,8,0,20,231,0,75,2,0,272,5179,9,327,18,1
7077,2,1,0,6,0,0,0,0,0,0,0,6,5491,6,710,25,1
443,1,1,0,12,0,8,42,0,96,0,0,314,3955,42,1233,33,1
233,1,1,0,12,0,0,0,0,0,0,0,198,5286,80,933,30,1
8894,1,1,1958,24,83,17,172,0,138,0,1,357,2942,44,2418,3,1
11474,1,1,1946,8,0,23,306,0,96,13,1,188,4527,136,888,148,1
932,2,1,2013,2,84,0,0,0,0,0,0,32,4401,64,883,12,1
6398,1,1,2013,12,88,0,0,0,0,0,0,32,4426,64,883,13,1
8126,1,1,1921,6,0,6,15,0,64,13,0,145,1137,26,2372,5,1
3941,1,1,0,12,0,0,0,0,0,0,0,59,5458,27,996,0,1
6297,1,1,1928,8,0,0,0,0,0,0,0,2,2947,11,2358,10,1
8072,1,1,1928,10,0,0,0,0,0,0,0,4,2948,11,2358,7,1
10609,1,1,1951,6,0,0,0,0,0,0,0,141,1896,44,3588,20,1
10194,1,1,0,10,0,155,268,6,153,0,0,52,2625,20,2022,29,1
9406,2,1,2024,6,94,0,0,0,0,0,0,1,2956,0,2348,13,1
7112,2,1,2024,6,94,0,0,0,0,0,0,10,2952,1,2348,5,1
7414,2,1,1928,6,0,0,0,0,0,0,0,1,2682,14,2499,4,1
1152,1,1,1928,6,0,0,0,0,0,0,0,13,2669,15,2503,0,1
2311,1,1,1928,8,0,0,0,0,0,0,0,50,2942,13,2360,4,1
9565,2,1,1954,0.75,84,21,937,6,153,0,0,18,1932,130,2715,145,1
10548,1,1,1928,6,0,0,0,0,0,0,0,2,2679,15,2501,0,1
4761,1,1,2002,8,0,0,0,0,0,0,0,118,1631,24,3641,0,1
11440,1,1,0,6,0,26,525,6,153,0,0,45,5491,12,681,25,1
10547,1,1,1928,6,0,0,0,0,0,0,0,2,2681,15,2500,2,1
10182,1,1,1921,6,0,7,12,6,138,16,0,102,1065,26,2340,5,1
1764,1,1,1928,6,0,0,0,0,0,0,0,2,2682,15,2498,4,1
742,1,1,1921,6,0,0,0,0,0,0,0,118,1246,23,2425,19,1
4419,1,1,1921,6,0,0,0,0,0,0,0,84,1246,102,2349,118,1
11994,1,1,1917,8,0,0,0,0,0,0,0,17,4435,25,867,10,1
11995,1,1,1917,8,0,0,0,0,0,0,0,10,4452,18,857,0,1
3769,1,1,0,12,0,0,0,0,0,0,0,114,5467,48,1023,29,1
12034,1,1,0,6,0,0,0,0,0,0,0,45,5447,16,1023,4,1
5638,1,1,1956,6,0,0,0,0,0,0,0,9,4593,57,610,0,1
2710,1,1,1904,12,0,0,0,0,0,0,0,55,3721,57,2777,20,1
1763,1,1,1928,6,0,0,0,0,0,0,0,55,2684,15,2456,6,1
10092,1,1,1908,10,0,0,0,0,0,0,0,53,3762,22,2752,8,1
6629,2,0,1951,0.75,0,0,0,0,0,0,0,7,1321,78,3699,391,1
2707,2,0,1951,0.75,0,0,0,0,0,0,0,6,1327,78,3693,392,1
8867,1,1,0,8,0,12,362,0,92,0,0,315,5439,68,841,33,1
5199,1,0,0,20,0,0,0,0,0,0,0,132,1572,2,3698,6,1
1051,1,1,0,16,0,0,0,0,0,0,0,260,298,6,1394,0,1
8249,1,1,1928,6,0,0,0,0,0,0,0,2,2949,12,2357,5,1
4009,1,1,1927,12,0,0,0,0,0,0,0,18,2658,22,2512,0,1
4802,1,1,1928,6,0,0,0,0,0,0,0,23,2652,22,2512,11,1
7847,1,1,0,12,0,0,0,0,0,0,0,5,5485,79,992,0,1
1040,1,1,1947,10,0,216,980,8,152,1,0,540,1595,22,1424,11,1
3755,2,1,0,1,0,0,0,0,0,0,0,5,4843,78,1519,119,1
8306,2,1,0,0.75,0,0,0,0,0,0,0,2,4842,82,1522,119,1
805,1,1,2013,12,88,0,0,0,0,0,0,3,4435,40,884,23,1
4236,1,1,1958,6,0,55,989,6,153,0,0,42,1623,261,3590,338,1
8219,1,1,0,8,0,23,78,0,102,0,0,53,4823,38,1478,66,1
3878,2,1,1958,0.75,0,0,0,0,0,0,0,6,1618,259,3590,380,1
4237,1,1,1958,6,0,55,989,6,153,0,0,2,1622,263,3589,380,1
2825,2,2,1928,6,0,0,0,0,0,0,0,1,2951,11,2356,5,1
4238,1,1,1958,6,0,55,989,6,153,0,0,16,1615,256,3581,382,1
5346,2,1,1958,0.75,0,0,0,0,0,0,0,6,1617,258,3589,382,1
4121,1,1,0,24,88,0,0,0,0,0,0,282,2269,83,3719,38,1
10608,1,1,1951,6,0,0,0,0,0,0,0,15,2014,183,3577,14,1
5975,1,1,1917,8,0,0,0,0,0,0,0,11,4462,14,846,0,1
1066,1,1,1939,12,0,12,467,6,153,0,0,93,3602,113,755,21,1
2557,1,1,1928,6,0,0,0,0,0,0,0,5,2951,12,2354,0,1
425,1,1,1926,6,0,0,0,0,0,0,0,63,4748,21,1270,0,1
4701,1,1,1926,6,0,0,0,0,0,0,0,17,4732,20,1333,0,1
10748,2,1,1954,0.75,84,0,0,0,0,0,0,22,1949,127,2694,143,1
7467,2,0,1946,0.75,84,30,114,8,153,0,0,2,4573,161,1021,105,1
10939,1,2,1976,6,0,0,0,0,0,0,0,20,5616,3,1975,24,1
4810,2,0,1946,0.75,84,0,0,0,0,0,0,6,4566,162,1023,105,1
10465,1,1,1928,10,0,0,0,0,0,0,0,18,2440,44,2768,0,1
1411,1,1,0,6,0,0,0,0,0,0,0,106,5034,80,908,0,1
8,1,1,0,6,0,10,18,7,153,0,0,49,1033,107,2326,101,1
1216,1,1,1997,12,0,0,0,0,0,0,0,71,5487,83,992,5,1
1651,1,1,1928,10,0,23,258,0,134,0,0,255,2455,14,2574,0,1
418,1,1,0,10,0,18,352,6,138,15,0,252,2702,64,1741,0,1
962,1,1,1917,8,0,0,0,0,0,0,0,18,4417,40,884,26,1
6647,1,1,2013,12,88,0,0,0,0,0,0,41,4435,35,880,0,1
8922,1,1,1928,6,0,10,228,0,131,0,0,224,2315,16,1348,25,1
3603,1,1,0,6,0,12,124,5,147,6,0,185,3956,54,1179,30,1
11052,1,1,2004,20,88,0,0,0,0,0,0,85,1612,6,3701,13,1
3572,1,1,1948,6,0,49,312,8,123,31,1,258,1887,27,2946,0,1
10284,1,1,1997,12,88,0,0,0,0,0,0,42,5588,13,1999,4,1
11476,1,1,1946,8,0,23,306,0,96,13,1,61,4565,102,987,44,1
139,1,1,1904,10,0,0,0,0,0,0,0,7,4322,151,1439,16,1
2497,1,1,1919,10,0,0,0,0,0,0,0,8,4315,152,1445,16,1
8069,1,1,1917,8,0,0,0,0,0,0,0,19,4321,152,1445,0,1
8641,1,1,1939,12,0,0,0,0,0,0,0,28,3602,132,755,21,1
2956,1,1,0,12,0,28,124,0,77,0,0,286,3630,92,776,49,1
8677,1,0,0,6,0,0,0,0,0,0,0,146,5265,29,379,0,0
11536,1,1,1952,6,0,27,824,5,131,22,0,248,2037,90,3587,0,0
9375,1,1,1928,6,0,0,0,0,0,0,0,16,2956,14,2343,0,0
1280,1,1,1952,6,0,0,0,0,0,0,0,18,2027,185,3577,0,0
6937,2,1,1928,6,0,0,0,0,0,0,0,14,2315,2,1339,225,0
8274,1,1,1928,10,0,0,0,0,0,0,0,41,2406,11,2780,18,0
4808,1,1,1927,12,0,0,0,0,0,0,0,13,2433,44,2782,18,0
7887,2,1,1958,0.75,0,0,0,0,0,0,0,3,1615,256,3595,381,0
138,1,1,1904,10,0,0,0,0,0,0,0,11,4330,151,1431,17,0
602,2,1,1942,6,0,0,0,0,0,0,0,3,5185,0,582,19,0
4239,1,1,1958,6,0,55,989,6,153,0,0,11,1610,252,3576,398,0
5913,2,1,1958,0.75,0,0,0,0,0,0,0,3,1614,255,3594,383,0
2498,1,1,1919,10,0,0,0,0,0,0,0,19,4297,154,1452,17,0
2649,1,1,0,10,88,0,0,0,0,0,0,8,3762,22,2744,0,0
7272,1,1,0,10,88,0,0,0,0,0,0,6,3762,21,2748,5,0
5637,1,1,1956,6,0,0,0,0,0,0,0,56,4558,14,615,9,0
11455,1,1,1956,6,0,8,16,6,123,31,0,60,4632,116,574,51,0
8780,1,1,1924,8,0,0,0,0,0,0,0,19,4732,10,1349,17,0
10069,2,1,1942,6,0,0,0,0,0,0,0,6,5179,3,582,18,0
9218,1,1,1951,10,0,0,0,0,0,0,0,44,2807,25,2977,0,0
9606,1,1,1958,24,83,14,151,5,147,6,0,385,2950,46,2592,8,0
1413,1,1,1917,8,0,0,0,0,0,0,0,36,4473,14,810,11,0
2988,2,1,1917,6,0,0,0,0,0,0,0,9,4473,5,846,11,0
380,1,1,1923,6,0,39,658,5,145,8,0,270,349,9,2079,27,0
1903,2,1,0,6,88,0,0,0,0,0,0,13,3741,0,2753,13,0
10119,1,1,0,6,0,0,0,0,0,0,0,24,5468,52,738,0,0
224,2,1,0,0.75,84,0,0,0,0,0,0,3,2324,127,3925,80,0
9763,1,1,0,16,0,0,0,0,0,0,0,86,2238,46,3926,8,0
7572,1,1,1923,6,0,113,1053,0,89,7,0,87,3038,23,2848,9,0
6457,1,1,0,6,0,0,0,0,0,0,0,46,5475,53,711,0,0
1986,2,1,0,0.75,84,0,0,0,0,0,0,46,2324,127,3902,81,0
11813,1,1,1958,24,83,0,0,0,0,0,0,32,3400,26,1765,8,0
4922,1,1,1953,36,83,0,0,0,0,0,19,867,1664,374,1618,14,0
4394,2,1,0,6,88,0,0,0,0,0,0,8,3754,13,2748,5,0
2919,1,1,1942,6,0,13,33,8,153,0,0,50,3947,9,1146,214,0
3931,1,1,0,14,0,0,0,0,0,0,0,2,5588,50,2009,4,0
9699,1,1,1917,8,0,0,0,0,0,0,0,88,4310,5,1337,47,0
11197,1,1,1942,8,0,0,0,0,0,0,0,18,5177,9,584,0,0
9157,2,1,0,6,0,0,0,0,0,0,0,10,5560,0,1943,37,0
99,1,1,0,6,0,0,0,0,0,0,0,15,5454,53,753,0,0
6064,1,1,0,12,0,0,0,0,0,0,0,1,5588,50,2010,3,0
10300,1,1,1997,12,88,0,0,0,0,0,0,19,5572,48,2010,3,0
137,1,1,1904,10,0,0,0,0,0,0,0,13,4340,151,1421,22,0
8321,1,1,1951,6,0,0,0,0,0,0,0,15,2027,171,3565,0,0
11120,1,1,1952,6,0,0,0,0,0,0,0,14,2019,185,3568,0,0
1659,1,1,1958,24,83,8,44,0,106,9,0,161,3419,35,1665,2,0
11541,2,1,0,0.75,0,6,13,6,153,0,0,191,5000,164,131,147,0
9120,2,1,0,0.75,0,0,0,0,0,0,0,7,4995,164,321,193,0
6972,1,1,1908,10,0,0,0,0,0,0,0,64,3762,21,2702,5,0
8706,2,1,0,6,0,0,0,0,0,0,0,9,5553,10,1946,36,0
6736,1,1,0,12,0,0,0,0,0,0,0,14,5589,50,2011,0,0
11302,1,2,1997,12,88,0,0,0,0,0,0,7,5624,10,1997,32,0
6361,1,2,2024,12,94,0,0,0,0,0,0,2,2476,72,2738,0,0
7841,2,1,0,0.75,0,0,0,0,0,0,0,10,5873,131,630,435,0
4869,1,1,1985,8,0,7,76,5,153,0,1,356,5882,132,503,151,0
9217,2,2,0,6,0,0,0,0,0,0,0,21,5624,0,1974,29,0
7709,1,1,0,6,0,0,0,0,0,0,0,15,5261,23,364,0,0
9557,1,1,1954,10,0,12,122,5,144,9,0,62,1975,144,2679,160,0
6800,1,1,0,6,0,5,16,0,102,0,1,122,4904,42,328,73,0
8669,2,1,0,0.75,0,0,0,0,0,0,0,7,5866,131,628,432,0
5012,2,1,1954,0.75,0,0,0,0,0,0,0,6,1975,144,2684,160,0
9558,1,1,1954,10,0,12,122,5,144,9,0,17,1971,127,2690,143,0
2188,1,1,2002,8,0,0,0,0,0,0,0,41,1746,112,3599,0,0
8118,1,1,1958,6,0,0,0,0,0,0,0,9,1606,249,3571,409,0
4925,1,1,1958,24,83,8,36,6,138,16,0,134,3321,27,1787,8,0
8408,1,1,1938,6,0,0,0,0,0,0,0,8,3394,20,1787,0,0
4803,1,1,1928,6,0,0,0,0,0,0,0,5,2648,42,2529,13,0
7952,2,1,1917,6,0,0,0,0,0,0,0,5,4474,0,847,14,0
10908,1,1,0,10,88,0,0,0,0,0,0,23,3767,26,2729,0,0
5971,1,1,1939,12,0,0,0,0,0,0,0,21,3582,132,742,0,0
7923,1,1,1928,12,0,0,0,0,0,0,0,67,3596,66,713,21,0
2212,1,1,0,12,0,0,0,0,0,0,0,31,5535,18,1919,36,0
7827,1,1,1908,10,0,0,0,0,0,0,0,1,3776,68,2777,33,0
2499,1,1,1919,10,0,0,0,0,0,0,0,16,4281,160,1468,27,0
961,1,1,1917,8,0,0,0,0,0,0,0,11,4407,57,902,25,0
5387,1,2,1997,12,88,0,0,0,0,0,0,3,5629,10,1997,30,0
10247,2,2,0,6,0,0,0,0,0,0,0,2,5629,9,1997,33,0
268,1,1,0,12,83,0,0,0,0,0,0,37,3777,69,2777,0,0
10930,1,1,1927,12,0,0,0,0,0,0,0,88,2604,37,2524,0,0
1188,1,1,1927,6,0,0,0,0,0,0,0,21,2424,50,2790,0,0
8841,1,1,1958,24,83,32,475,0,146,0,1,426,2970,21,2049,2,0
1176,2,2,0,6,0,0,0,0,0,0,0,2,5631,11,1995,30,0
2832,2,2,0,6,0,0,0,0,0,0,0,9,5630,0,1999,33,0
5083,1,1,0,12,88,0,0,0,0,0,0,12,3737,76,2809,0,0
971,1,1,0,12,88,0,0,0,0,0,0,35,3703,75,2817,0,0
5284,1,1,1997,12,88,0,0,0,0,0,0,123,5632,11,1969,1,0
9559,1,1,1954,10,0,12,122,5,144,9,0,27,1964,101,2694,116,0
4804,1,1,1928,6,0,0,0,0,0,0,0,8,2642,46,2532,4,0
11631,1,1,0,12,88,0,0,0,0,0,0,39,3750,65,2783,0,0
5372,2,1,1928,6,0,0,0,0,0,0,0,2,2318,0,1339,226,0
8741,2,1,1954,0.75,0,0,0,0,0,0,0,10,1981,144,2674,160,0
8257,1,1,1953,6,0,0,0,0,0,0,0,14,6164,42,1528,0,0
136,1,1,1904,10,0,0,0,0,0,0,0,12,4353,152,1412,10,0
9232,1,1,1958,24,83,0,0,0,0,0,0,22,2961,24,2343,0,0
1758,1,1,0,12,88,0,0,0,0,0,0,75,3789,49,2729,20,0
1053,1,1,1985,8,0,141,755,5,135,18,1,232,6398,5,439,674,0
8119,1,1,1958,6,0,0,0,0,0,0,0,1,1605,248,3571,418,0
9115,2,1,1958,0.75,0,0,0,0,0,0,0,5,1601,244,3571,418,0
7057,1,1,1938,6,0,0,0,0,0,0,0,19,3379,9,1792,0,0
4942,1,1,1952,6,0,24,1207,5,153,0,1,298,1872,8,3398,0,0
373,1,1,1904,20,0,4,21,0,77,0,7,333,1496,29,2749,6,0
7655,1,1,1917,8,0,0,0,0,0,0,0,42,4399,68,913,25,0
1054,1,1,1985,8,0,141,755,5,135,18,1,338,6623,6,603,540,0
8040,2,1,2013,2,84,0,0,0,0,0,0,3,4399,83,914,30,0
9219,1,2,2024,6,94,0,0,0,0,0,0,6,5633,9,1974,20,0
725,2,1,1958,0.75,0,0,0,0,0,0,0,5,1601,243,3571,419,0
8120,1,1,1958,6,0,0,0,0,0,0,0,48,1584,235,3548,419,0
6248,1,1,1947,6,0,0,0,0,0,0,0,14,3137,26,1042,0,0
8359,2,1,1924,6,0,0,0,0,0,0,0,4,4742,0,1339,21,0
58,2,1,1924,6,0,0,0,0,0,0,0,6,4736,4,1343,23,0
10080,2,1,2013,2,84,0,0,0,0,0,0,2,4399,84,915,31,0
6574,1,1,1958,8,0,0,0,0,0,0,0,38,3041,8,2512,5,0
11320,1,1,1958,8,0,0,0,0,0,0,0,5,3036,38,2532,0,0
8646,1,1,1917,8,0,0,0,0,0,0,0,11,4321,171,1461,0,0
4172,1,1,0,6,83,0,0,0,0,0,7,214,3029,99,3368,7,0
1578,2,1,1958,0.75,0,0,0,0,0,0,0,7,1638,261,3610,338,0
4235,1,1,1958,6,0,55,989,6,153,0,0,48,1644,258,3610,290,0
45,2,1,2024,6,107,0,0,0,0,0,0,21,5241,2,364,10,0
10716,1,1,0,6,0,0,0,0,0,0,0,10,5259,23,354,3,0
8015,2,1,1958,0.75,0,0,0,0,0,0,0,5,1597,239,3576,418,0
8089,1,1,1958,8,0,0,0,0,0,0,0,3,3033,42,2536,0,0
6665,2,1,1939,6,0,0,0,0,0,0,0,11,3131,4,1021,11,0
10936,2,1,1939,6,0,0,0,0,0,0,0,4,3139,0,1017,16,0
10301,1,1,1997,12,88,0,0,0,0,0,0,31,5544,21,2015,0,0
1092,1,1,1951,6,0,33,513,6,153,0,0,166,2039,10,3436,0,0
325,1,1,1924,8,0,0,0,0,0,0,0,44,4736,10,1346,26,0
182,2,0,0,0.75,0,55,361,17,61,92,1,3,4877,67,1581,193,0
4601,2,0,0,0.75,0,0,0,0,0,0,0,6,4879,62,1578,193,0
2531,1,1,1959,6,0,0,0,0,0,0,0,9,3038,23,2848,0,0
8664,1,1,1923,6,0,0,0,0,0,0,0,14,3024,12,2839,0,0
6328,1,1,1958,24,83,0,0,0,0,0,0,5,3033,41,2539,3,0
5948,2,1,1958,0.75,0,0,0,0,0,0,0,5,1597,239,3576,419,0
4759,1,1,0,12,0,0,0,0,0,0,0,57,5596,44,2025,0,0
8481,2,0,1917,0.75,0,0,0,0,0,0,0,8,4392,87,917,33,0
5955,1,1,0,12,0,0,0,0,0,0,0,23,5448,21,1051,0,0
2194,1,1,1976,6,0,0,0,0,0,0,0,7,5548,29,2000,0,0
3918,2,1,2013,1,84,0,0,0,0,0,0,30,4396,65,889,12,0
6399,1,1,2013,12,88,0,0,0,0,0,0,29,4419,50,889,35,0
4214,1,1,0,6,0,18,193,5,153,0,0,56,5400,68,764,0,0
9062,1,1,1917,8,0,0,0,0,0,0,0,25,4407,44,911,8,0
2491,2,1,0,6,0,0,0,0,0,0,0,6,2836,0,3008,26,0
9822,2,1,0,6,0,0,0,0,0,0,0,18,2510,27,3376,12,0
7810,1,1,1942,8,0,0,0,0,0,0,0,10,5175,20,601,0,0
2035,2,1,0,6,0,0,0,0,0,0,0,27,2494,0,3374,21,0
4805,1,1,1928,6,0,0,0,0,0,0,0,4,2639,54,2532,0,0
7654,1,1,1917,8,0,0,0,0,0,0,0,36,4392,54,917,3,0
1192,1,1,0,20,0,0,0,0,0,0,0,119,1808,53,3074,6,0
7383,1,1,1924,6,0,0,0,0,0,0,0,6,1806,111,3074,0,0
6548,2,1,1958,0.75,0,0,0,0,0,0,0,4,1635,268,3616,338,0
2500,1,1,1919,10,0,0,0,0,0,0,0,31,4250,164,1480,41,0
11608,1,1,1923,6,0,0,0,0,0,0,0,12,2511,45,3366,0,0
8221,1,1,0,8,0,23,78,0,102,0,0,29,4886,63,1581,196,0
9784,1,1,1976,6,0,0,0,0,0,0,0,289,5637,15,1932,1,0
11390,2,0,0,0.75,0,0,0,0,0,0,0,6,4830,63,1498,92,0
5243,2,0,0,0.75,0,0,0,0,0,0,0,3,4828,63,1501,92,0
5325,2,0,0,1,0,0,0,0,0,0,0,39,4835,63,1473,92,0
50,1,1,1953,6,0,0,0,0,0,0,0,108,6164,49,1489,14,0
7677,1,1,0,12,88,0,0,0,0,0,0,3,3790,49,2727,23,0
11763,1,1,1939,12,0,0,0,0,0,0,0,129,3455,130,655,0,0
142,1,1,1958,24,83,0,0,0,0,0,0,25,3028,41,2542,0,0
135,1,1,1904,10,0,0,0,0,0,0,0,10,4365,154,1405,0,0
6374,1,1,1928,6,0,0,0,0,0,0,0,88,2570,58,2459,0,0
2480,2,0,0,0.75,0,0,0,0,0,0,0,3,4827,60,1499,89,0
2817,2,0,0,0.75,0,0,0,0,0,0,0,6,4829,60,1495,89,0
8130,1,1,1942,12,88,24,189,9,153,0,0,144,5117,83,205,37,0
521,2,1,0,6,0,0,0,0,0,0,0,19,2841,6,3010,15,0
897,1,1,1959,6,0,0,0,0,0,0,0,347,2903,29,2855,0,0
7222,1,1,0,12,88,0,0,0,0,0,0,193,3510,81,2839,0,0
5040,1,1,1924,6,0,0,0,0,0,0,0,107,1774,77,3075,0,0
4432,1,1,0,6,0,0,0,0,0,0,0,16,5255,24,339,2,0
10473,1,1,1904,6,0,0,0,0,0,0,0,3,5256,22,354,0,0
10762,1,1,1958,24,83,0,0,0,0,0,0,17,2954,41,2359,0,0
11790,2,0,1917,0.75,0,0,0,0,0,0,0,3,4389,93,924,40,0
8905,1,1,1976,6,0,39,51,30,153,0,2,147,5424,9,2001,0,0
2636,2,0,0,0.75,0,0,0,0,0,0,0,2,4826,58,1497,87,0
3366,2,0,0,0.75,0,0,0,0,0,0,0,5,4828,58,1494,87,0
4380,1,1,0,24,88,0,0,0,0,0,0,142,3547,69,2832,30,0
11911,1,1,1953,6,0,0,0,0,0,0,0,27,6146,38,1528,0,0
6386,2,1,1954,0.75,0,0,0,0,0,0,0,15,1954,209,2703,224,0
10607,2,1,1946,0.75,84,0,0,0,0,0,0,2,4550,108,1005,50,0
3177,1,1,1904,6,0,0,0,0,0,0,0,92,5165,11,355,0,0
11340,2,1,1946,0.75,84,0,0,0,0,0,0,25,4552,102,987,44,0
9828,1,1,1922,10,0,0,0,0,0,0,0,53,5285,56,331,0,0
